"","NAME","YEAR","TEAM","TIME","DATE","COURSE"
"1329","Aschale, Danny","SR-4","Connecticut College","25:22.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1330","Rust, Bart","SO-2","Bates","25:22.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1331","Hickey, Jacob","JR-3","U. of New England","25:24.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1332","Csiki-Fejer, Matyas","SO-2","Suffolk","25:29.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1333","Reynolds, David","FR-1","WPI","25:29.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1334","Massey, Billy","JR-3","Amherst","25:30.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1335","Lad, Vedang","FR-1","MIT","25:31.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1336","Frick, Ewan","SO-2","Colby","25:32.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1337","Schuldt, Braxton","JR-3","Amherst","25:33.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1338","Fleming, Henry","SR-4","Middlebury","25:34.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1339","Ostertag-Hill, Luca","SR-4","Bowdoin","25:35.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1340","Nure, Yahya","SO-2","Southern Maine","25:36.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1341","Levine, Justin","SR-4","Bates","25:36.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1342","Derrick, Josh","SR-4","MIT","25:36.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1343","Lessans, Max","SO-2","Colby","25:39.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1344","Kearney, Matthew","FR-1","MIT","25:40.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1345","Kibet, Collins","SO-2","Colby","25:45.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1346","McMorrow, Kevin","SR-4","Wesleyan","25:46.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1347","Wilson, Ryan","SO-2","MIT","25:49.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1348","Meredith, Andrew","SO-2","Bowdoin","25:49.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1349","Boesch-Dining, Eli","FR-1","Bates","25:50.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1350","Raff, Henry","SO-2","Bates","25:52.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1351","Lautenbach, Tim","SO-2","Trinity (Conn.)","25:53.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1352","Mazdisnian, Keon","FR-1","Amherst","25:55.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1353","Montgomery, Connor","SR-4","Middlebury","25:56.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1354","Lombardo, Josh","JR-3","Brandeis","25:57.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1355","Mazzola, Jamie","JR-3","Amherst","25:58.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1356","Gade, Neerav","SO-2","Tufts","25:59.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1357","Love, Jeffrey","FR-1","Connecticut College","26:00.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1358","Sarathy, Ajay","JR-3","Amherst","26:01.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1359","Daily, Owen","SO-2","Amherst","26:03.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1360","Pearl, Jake","FR-1","Keene State","26:03.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1361","Potter, Henry","SO-2","Trinity (Conn.)","26:07.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1362","Murdy, Mark","SO-2","Brandeis","26:07.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1363","Nealis, Ryan","JR-3","Bates","26:08.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1364","Brooks, Brian","SO-2","WPI","26:08.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1365","Jacobson-Schulte, Finn","JR-3","MIT","26:08.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1366","Barber, Tucker","JR-3","Bates","26:09.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1367","Ensslin, Evan","FR-1","Tufts","26:10.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1368","Nero, Patrick","JR-3","Tufts","26:10.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1369","Weeks, Ryan","FR-1","WPI","26:11.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1370","Kessler, Zander","SO-2","Middlebury","26:12.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1371","Hassett, John","SO-2","Maine Maritime","26:13.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1372","Scarponi, Jake","SR-4","WPI","26:14.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1373","Higgins, Josh","SR-4","Bridgewater St.","26:14.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1374","Bajohr, William","SR-4","Wesleyan","26:15.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1375","McGaugh, Quin","SO-2","Middlebury","26:15.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1376","Merck, Jack","FR-1","Westfield State","26:16.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1377","Gaudette, Logan","JR-3","WPI","26:16.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1378","Fottler, Andrew","SO-2","Worcester State","26:17.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1379","Stromski, Steve","SO-2","UMass Dartmouth","26:17.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1380","Ross, Dale","SO-2","Wesleyan","26:17.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1381","Mellor, Ben","SO-2","Colby","26:18.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1382","Driben, Matthew","SO-2","Brandeis","26:20.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1383","Carroll, Austin","FR-1","UMass Dartmouth","26:20.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1384","Movsessian, Jacob","JR-3","Fitchburg St.","26:20.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1385","Rainsby, Graham","JR-3","Middlebury","26:21.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1386","Bogomolov, Timothy","SR-4","Trinity (Conn.)","26:22.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1387","Van Inwegen, Grant","SR-4","Wesleyan","26:24.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1388","Martin, Travis","FR-1","Trinity (Conn.)","26:25.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1389","Linsky, Adam","SR-4","Wesleyan","26:25.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1390","McGlumphy, Jacob","SR-4","Coast Guard","26:25.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1391","Hanlon, Tom","SR-4","WPI","26:26.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1392","Gamache, Jacob","FR-1","Southern Maine","26:28.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1393","Allen, Russell","SO-2","Springfield","26:30.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1394","Gebremikael, Masho","JR-3","Southern Maine","26:31.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1395","Jones, Ben","SR-4","Colby-Sawyer","26:31.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1396","Olson, Michael","FR-1","Plymouth State","26:31.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1397","Ingegneri, Avery","SR-4","WPI","26:32.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1398","Gatti, Sam","SO-2","Tufts","26:36.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1399","Pedersen, Jon","JR-3","Regis (Mass.)","26:37.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1400","Vazquez, Ben","SO-2","Connecticut College","26:37.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1401","Harmon, Joseph","SO-2","Tufts","26:38.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1402","Seigne, Colm","FR-1","Connecticut College","26:39.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1403","Walker, John","SO-2","Eastern Conn. St.","26:39.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1404","Hendricks, Troy","SO-2","St. Joseph's (Me.)","26:41.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1405","Hutchinson, Mike","SR-4","Bridgewater St.","26:41.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1406","Bond, Joel","SO-2","Husson","26:42.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1407","Aboud, Michael","SR-4","Southern Maine","26:42.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1408","Doyle, Matthew","JR-3","Coast Guard","26:43.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1409","Auer, John","FR-1","Bowdoin","26:43.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1410","O'Sullivan, Collin","SO-2","Tufts","26:44.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1411","Dettmann, Robert","SR-4","Colby","26:44.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1412","Chase, Cameron","","UMass Boston","26:45.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1413","Litowitz, Jack","SR-4","Middlebury","26:45.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1414","Fleming, Liam","JR-3","Colby-Sawyer","26:46.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1415","Gappelberg, Eli","FR-1","Wesleyan","26:47.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1416","Carter, Matt","FR-1","Connecticut College","26:48.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1417","Escoda, Ryan","SO-2","Eastern Conn. St.","26:48.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1418","Tyler, Stephen","JR-3","Trinity (Conn.)","26:49.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1419","Fuell, Ted","FR-1","Bowdoin","26:49.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1420","Baughman, Morgan","SO-2","Connecticut College","26:50.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1421","Mathies, Jason","FR-1","Southern Maine","26:50.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1422","Stathos, Nic","SO-2","Bates","26:52.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1423","Giersch, Connor","FR-1","Tufts","26:52.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1424","McKearin, Gannon","JR-3","Castleton University","26:55.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1425","Frishkoff, Matthew","JR-3","Wesleyan","26:55.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1426","Vermette, Ryan","JR-3","Springfield","26:56.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1427","Dong, Vincent","JR-3","Bowdoin","26:56.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1428","Estony, William","JR-3","Trinity (Conn.)","26:56.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1429","Shimata, Trenton","JR-3","Norwich","26:57.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1430","Brackett, Casey","FR-1","Brandeis","26:59.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1431","Roth, Joseph","JR-3","Coast Guard","26:59.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1432","Brobst, Erik","SR-4","Emmanuel (Mass.)","26:59.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1433","Ottman, Jarrod","SR-4","Thomas College","27:02.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1434","Milsark, Ethan","JR-3","Connecticut College","27:02.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1435","Grady, Conner","JR-3","Westfield State","27:03.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1436","Eldridge, Eagan","JR-3","Southern Maine","27:03.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1437","Bentley, Zachary","JR-3","Westfield State","27:03.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1438","Alvarado, Douglas","FR-1","Bridgewater St.","27:04.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1439","Torres, Miguel","FR-1","Framingham St.","27:05.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1440","Chase, Anthony","SO-2","U. of New England","27:06.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1441","Pires, Bruno","JR-3","UMass Dartmouth","27:07.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1442","Carey, Wayne","SO-2","Worcester State","27:07.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1443","Wright, Tyler","SO-2","Eastern Conn. St.","27:09.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1444","King, Aidan","JR-3","Bowdoin","27:12.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1445","Santese, Joseph","SR-4","Nichols","27:12.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1446","Page, Evan","FR-1","Gordon","27:13.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1447","Barrett, Michael","FR-1","Plymouth State","27:13.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1448","Costello, Greg","SO-2","Coast Guard","27:14.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1449","Durant, Kevin","SO-2","Framingham St.","27:14.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1450","Ortega, Gabriel","FR-1","Babson","27:15.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1451","Chace, Maxwell","JR-3","Eastern Conn. St.","27:16.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1452","Thombs, Luke","SR-4","Wheaton (Mass.)","27:19.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1453","Byington, Noah","SR-4","Plymouth State","27:19.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1454","Curley, Dan","SR-4","Brandeis","27:21.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1455","Hajj, Kyle","JR-3","Emmanuel (Mass.)","27:21.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1456","King, Brian","JR-3","Worcester State","27:23.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1457","VanDeren, Adam","JR-3","Coast Guard","27:24.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1458","Tringali, Christopher","SR-4","Springfield","27:26.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1459","Peters, Brooks","FR-1","Bowdoin","27:27.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1460","Caldwell, Ryan","FR-1","Springfield","27:30.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1461","Chichester, Christopher","JR-3","NVU-Lyndon","27:34.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1462","Weston, Joe","JR-3","Fitchburg St.","27:34.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1463","Rayner, Kevin","SR-4","Westfield State","27:35.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1464","Virkler, Nick","SR-4","Babson","27:36.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1465","DeRosa, John","FR-1","Springfield","27:37.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1466","Moreau, Robert","JR-3","Bridgewater St.","27:37.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1467","Bergeron, Zachary","SO-2","Norwich","27:38.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1468","Regan, Collin","SO-2","Babson","27:40.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1469","DeYoung, Chris","SO-2","U. of New England","27:40.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1470","Jordon, Thomas","SR-4","Coast Guard","27:41.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1471","Mula, Adam","FR-1","Springfield","27:41.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1472","Brimeyer, Wes","JR-3","Wentworth","27:42.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1473","Swift, Jorich","SO-2","Eastern Conn. St.","27:42.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1474","Baker, Cole","FR-1","RIC","27:43.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1475","Sheehy, Tim","JR-3","Fitchburg St.","27:43.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1476","Coope, Brent","FR-1","Plymouth State","27:43.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1477","Imboque, Ianique","FR-1","RIC","27:43.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1478","Toyoda, Hunter","SO-2","Suffolk","27:44.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1479","Hayden, Connor","JR-3","Roger Williams","27:46.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1480","Tobin , Shawn","SO-2","Nichols","27:49.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1481","Kavanugh, David","FR-1","St. Joseph (Conn.)","27:49.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1482","Harriman, Nick","SR-4","Southern Maine","27:50.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1483","Beshere, Nikolas","JR-3","Bridgewater St.","27:51.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1484","Rodgers, Alec","SR-4","Brandeis","27:53.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1485","Van Ess, Joseph","SO-2","Maine Maritime","27:53.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1486","McGuire, Jack","SR-4","Endicott","27:54.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1487","Platt, Ben","SR-4","Plymouth State","27:55.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1488","DiStauro, Anthony","FR-1","Westfield State","27:55.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1489","Wolf, Aylen","JR-3","Maine Maritime","27:55.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1490","Kimball, Christopher","JR-3","Nichols","27:56.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1491","Toro, Sebastian","SR-4","Gordon","27:59.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1492","Wheeler, Jared","SR-4","Castleton University","27:59.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1493","Kinuthia, Jaydon","FR-1","Framingham St.","27:59.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1494","Von Brock, Ryan","SO-2","Coast Guard","28:02.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1495","Hooper, Jarrod","SO-2","Thomas College","28:02.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1496","Heavey, Patrick","FR-1","Wentworth","28:05.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1497","Bean, Cameron","JR-3","Westfield State","28:06.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1498","Morin, Benjamin","SO-2","Worcester State","28:06.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1499","Custodio, Richard","SR-4","Worcester State","28:06.5","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1500","Devine , Alec","SO-2","Wheaton (Mass.)","28:08.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1501","Marrero, Dylan","FR-1","Maine-Presque Isle","28:08.2","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1502","Turpel, Ian","FR-1","Colby-Sawyer","28:08.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1503","Flint, Samuel","FR-1","Fitchburg St.","28:08.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1504","Tierney, Michael","SR-4","UMass Dartmouth","28:09.3","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1505","Bolduc, Cole","FR-1","Suffolk","28:09.9","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1506","Glass, Oliver","FR-1","Emerson","28:10.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1507","Raimondi, Dylan","FR-1","Babson","28:10.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1508","Coburn, Zach","JR-3","Keene State","28:12.1","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1509","Carleton, Patrick","SO-2","Worcester State","28:12.6","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1510","Lancaster, Cullen","FR-1","Framingham St.","28:12.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1511","Bill, Cory","FR-1","Eastern Conn. St.","28:14.7","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1512","Heffernan, Zack","JR-3","Endicott","28:15.0","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1513","Dillon, Miles","FR-1","Suffolk","28:16.4","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
"1514","Smith, Ryan","FR-1","Wentworth","28:16.8","November 16, 2019
","
Bowdoin
Brunswick, ME 
  "
